ema_distance_threshold,volume_ratio_threshold,rsi_threshold,trades,winrate,avg_R,profit_factor,max_drawdown,scan_id
0.0001,0.8,45,3482,43.4233199310741,-0.05945491609774147,0.9532142564817582,373.14553479866476,f6937a8b
0.0001,0.8,50,3296,43.355582524271846,-0.07823970837802596,0.9386455907329759,428.01285939372366,f6937a8b
0.0001,0.8,55,2936,42.438692098092645,-0.10204330368412277,0.9195623225647759,428.5438767268903,f6937a8b
0.0001,0.8,60,2371,42.00759173344581,-0.0885584846977179,0.929235754090983,355.4234047971733,f6937a8b
0.0001,1.0,45,3482,43.4233199310741,-0.05945491609774147,0.9532142564817582,373.14553479866476,f6937a8b
0.0001,1.0,50,3296,43.355582524271846,-0.07823970837802596,0.9386455907329759,428.01285939372366,f6937a8b
0.0001,1.0,55,2936,42.438692098092645,-0.10204330368412277,0.9195623225647759,428.5438767268903,f6937a8b
0.0001,1.0,60,2371,42.00759173344581,-0.0885584846977179,0.929235754090983,355.4234047971733,f6937a8b
0.0001,1.2,45,3482,43.4233199310741,-0.05945491609774147,0.9532142564817582,373.14553479866476,f6937a8b
0.0001,1.2,50,3296,43.355582524271846,-0.07823970837802596,0.9386455907329759,428.01285939372366,f6937a8b
0.0001,1.2,55,2936,42.438692098092645,-0.10204330368412277,0.9195623225647759,428.5438767268903,f6937a8b
0.0001,1.2,60,2371,42.00759173344581,-0.0885584846977179,0.929235754090983,355.4234047971733,f6937a8b
0.0001,1.4,45,2750,42.472727272727276,-0.09460945715154091,0.9281604062150471,395.18000581213965,f6937a8b
0.0001,1.4,50,2611,42.47414783607813,-0.10569860346218607,0.919777568305984,432.79662041976496,f6937a8b
0.0001,1.4,55,2333,41.53450492927561,-0.13053809518783535,0.90063626490808,414.81916981160043,f6937a8b
0.0001,1.4,60,1894,41.23548046462513,-0.09832954171131372,0.9237167169080578,328.1337213083545,f6937a8b
0.0002,0.8,45,3142,43.28453214513049,-0.07206633686271251,0.9422421324009224,366.223570966558,f6937a8b
0.0002,0.8,50,2981,43.10634015431064,-0.0841524861138467,0.9329810811344891,382.5258100293397,f6937a8b
0.0002,0.8,55,2661,42.31491920330703,-0.10662380219032587,0.9141326231722088,366.88995779725417,f6937a8b
0.0002,0.8,60,2158,41.936978683966636,-0.0911967754802986,0.9256283421222544,263.8508762657761,f6937a8b
0.0002,1.0,45,3142,43.28453214513049,-0.07206633686271251,0.9422421324009224,366.223570966558,f6937a8b
0.0002,1.0,50,2981,43.10634015431064,-0.0841524861138467,0.9329810811344891,382.5258100293397,f6937a8b
0.0002,1.0,55,2661,42.31491920330703,-0.10662380219032587,0.9141326231722088,366.88995779725417,f6937a8b
0.0002,1.0,60,2158,41.936978683966636,-0.0911967754802986,0.9256283421222544,263.8508762657761,f6937a8b
0.0002,1.2,45,3142,43.28453214513049,-0.07206633686271251,0.9422421324009224,366.223570966558,f6937a8b
0.0002,1.2,50,2981,43.10634015431064,-0.0841524861138467,0.9329810811344891,382.5258100293397,f6937a8b
0.0002,1.2,55,2661,42.31491920330703,-0.10662380219032587,0.9141326231722088,366.88995779725417,f6937a8b
0.0002,1.2,60,2158,41.936978683966636,-0.0911967754802986,0.9256283421222544,263.8508762657761,f6937a8b
0.0002,1.4,45,2492,42.776886035313,-0.09528717153589085,0.9262046349248196,334.4485705733063,f6937a8b
0.0002,1.4,50,2373,42.6464391066161,-0.10681619207889556,0.9176215655846337,369.02434859273365,f6937a8b
0.0002,1.4,55,2127,41.93700047014575,-0.12310557905506118,0.9038812872013676,340.9165625132704,f6937a8b
0.0002,1.4,60,1733,41.60415464512406,-0.09560063994630312,0.9238858552669771,262.4504559482591,f6937a8b
0.0003,0.8,45,2743,42.98213634706526,-0.05048816230559079,0.9579620470746171,230.98821907008846,f6937a8b
0.0003,0.8,50,2614,42.884468247895946,-0.06004277827729009,0.9503674832480935,244.2278446142063,f6937a8b
0.0003,0.8,55,2356,42.35993208828523,-0.07418611604263244,0.9377778920018013,244.2640006324059,f6937a8b
0.0003,0.8,60,1944,41.9753086419753,-0.08068140804055565,0.9325028191112464,204.81143005383333,f6937a8b
0.0003,1.0,45,2743,42.98213634706526,-0.05048816230559079,0.9579620470746171,230.98821907008846,f6937a8b
0.0003,1.0,50,2614,42.884468247895946,-0.06004277827729009,0.9503674832480935,244.2278446142063,f6937a8b
0.0003,1.0,55,2356,42.35993208828523,-0.07418611604263244,0.9377778920018013,244.2640006324059,f6937a8b
0.0003,1.0,60,1944,41.9753086419753,-0.08068140804055565,0.9325028191112464,204.81143005383333,f6937a8b
0.0003,1.2,45,2743,42.98213634706526,-0.05048816230559079,0.9579620470746171,230.98821907008846,f6937a8b
0.0003,1.2,50,2614,42.884468247895946,-0.06004277827729009,0.9503674832480935,244.2278446142063,f6937a8b
0.0003,1.2,55,2356,42.35993208828523,-0.07418611604263244,0.9377778920018013,244.2640006324059,f6937a8b
0.0003,1.2,60,1944,41.9753086419753,-0.08068140804055565,0.9325028191112464,204.81143005383333,f6937a8b
0.0003,1.4,45,2183,42.73934951901053,-0.05662059040890413,0.9541159986517302,182.0711162184894,f6937a8b
0.0003,1.4,50,2088,42.672413793103445,-0.07003088535832828,0.9435290367977568,213.345375630321,f6937a8b
0.0003,1.4,55,1893,42.313787638668785,-0.07226394660357252,0.9406912464466219,198.0087164455054,f6937a8b
0.0003,1.4,60,1568,41.70918367346938,-0.08989410697446107,0.9262970352879644,199.56193569167618,f6937a8b
0.0004,0.8,45,2350,42.93617021276596,-0.05973259299416906,0.9491733247160687,174.33716196116092,f6937a8b
0.0004,0.8,50,2243,42.7552385198395,-0.07307392640894471,0.9384423265157962,203.28313170503415,f6937a8b
0.0004,0.8,55,2035,42.30958230958231,-0.08848488649307723,0.9245492896206053,213.90698598562125,f6937a8b
0.0004,0.8,60,1706,41.7936694021102,-0.102533078696323,0.9130799110201874,206.23932134393306,f6937a8b
0.0004,1.0,45,2350,42.93617021276596,-0.05973259299416906,0.9491733247160687,174.33716196116092,f6937a8b
0.0004,1.0,50,2243,42.7552385198395,-0.07307392640894471,0.9384423265157962,203.28313170503415,f6937a8b
0.0004,1.0,55,2035,42.30958230958231,-0.08848488649307723,0.9245492896206053,213.90698598562125,f6937a8b
0.0004,1.0,60,1706,41.7936694021102,-0.102533078696323,0.9130799110201874,206.23932134393306,f6937a8b
0.0004,1.2,45,2350,42.93617021276596,-0.05973259299416906,0.9491733247160687,174.33716196116092,f6937a8b
0.0004,1.2,50,2243,42.7552385198395,-0.07307392640894471,0.9384423265157962,203.28313170503415,f6937a8b
0.0004,1.2,55,2035,42.30958230958231,-0.08848488649307723,0.9245492896206053,213.90698598562125,f6937a8b
0.0004,1.2,60,1706,41.7936694021102,-0.102533078696323,0.9130799110201874,206.23932134393306,f6937a8b
0.0004,1.4,45,1884,42.51592356687898,-0.08402603015181333,0.9309050381544816,190.51748017857014,f6937a8b
0.0004,1.4,50,1807,42.33536247924737,-0.10398684289273943,0.915241029356365,222.19844520608646,f6937a8b
0.0004,1.4,55,1649,42.14675560946028,-0.09818816903199648,0.9184123536444925,192.58778137064334,f6937a8b
0.0004,1.4,60,1385,41.51624548736462,-0.11920264348468626,0.9013265447338294,190.92289222925902,f6937a8b
0.0005,0.8,45,1978,42.568250758341755,-0.07949728829903627,0.9319029366309621,190.81636197467355,f6937a8b
0.0005,0.8,50,1894,42.44984160506864,-0.0892194331545916,0.9240434750234248,191.8713030654401,f6937a8b
0.0005,0.8,55,1742,42.25028702640643,-0.08137994788650434,0.9294971943509884,161.51342857299036,f6937a8b
0.0005,0.8,60,1477,41.84157075152336,-0.08700634053476393,0.9245346416010907,146.7624880689626,f6937a8b
0.0005,1.0,45,1978,42.568250758341755,-0.07949728829903627,0.9319029366309621,190.81636197467355,f6937a8b
0.0005,1.0,50,1894,42.44984160506864,-0.0892194331545916,0.9240434750234248,191.8713030654401,f6937a8b
0.0005,1.0,55,1742,42.25028702640643,-0.08137994788650434,0.9294971943509884,161.51342857299036,f6937a8b
0.0005,1.0,60,1477,41.84157075152336,-0.08700634053476393,0.9245346416010907,146.7624880689626,f6937a8b
0.0005,1.2,45,1978,42.568250758341755,-0.07949728829903627,0.9319029366309621,190.81636197467355,f6937a8b
0.0005,1.2,50,1894,42.44984160506864,-0.0892194331545916,0.9240434750234248,191.8713030654401,f6937a8b
0.0005,1.2,55,1742,42.25028702640643,-0.08137994788650434,0.9294971943509884,161.51342857299036,f6937a8b
0.0005,1.2,60,1477,41.84157075152336,-0.08700634053476393,0.9245346416010907,146.7624880689626,f6937a8b
0.0005,1.4,45,1607,42.19041692594897,-0.08943720707304717,0.9249370945103346,163.49168132180253,f6937a8b
0.0005,1.4,50,1545,42.006472491909385,-0.10779462246983261,0.9101438683662765,190.1162410412966,f6937a8b
0.0005,1.4,55,1433,42.079553384508024,-0.08352954513095466,0.9285317675885469,136.12257044985833,f6937a8b
0.0005,1.4,60,1214,41.51565074135091,-0.1028174264761494,0.9121066650210069,144.42631702148492,f6937a8b
