ema_distance_threshold,volume_ratio_threshold,rsi_threshold,trades,winrate,avg_R,profit_factor,max_drawdown,suspicious_abs_avg_r,suspicious_pf,suspicious_low_trades,valid,scan_id
0.0001,0.8,45,3591,43.49763297131718,-0.07118820015920684,0.9438286643937257,414.35955260443086,False,False,False,True,f6937a8b
0.0001,0.8,50,3401,43.42840341076154,-0.08958669968040611,0.9295057908184732,462.13248325654916,False,False,False,True,f6937a8b
0.0001,0.8,55,3023,42.60668210387033,-0.11022661123151248,0.9125805521053111,449.8669502823045,False,False,False,True,f6937a8b
0.0001,0.8,60,2435,42.053388090349074,-0.09927098850499777,0.9203227399287568,355.4234047971733,False,False,False,True,f6937a8b
0.0001,1.0,45,3591,43.49763297131718,-0.07118820015920684,0.9438286643937257,414.35955260443086,False,False,False,True,f6937a8b
0.0001,1.0,50,3401,43.42840341076154,-0.08958669968040611,0.9295057908184732,462.13248325654916,False,False,False,True,f6937a8b
0.0001,1.0,55,3023,42.60668210387033,-0.11022661123151248,0.9125805521053111,449.8669502823045,False,False,False,True,f6937a8b
0.0001,1.0,60,2435,42.053388090349074,-0.09927098850499777,0.9203227399287568,355.4234047971733,False,False,False,True,f6937a8b
0.0001,1.2,45,3591,43.49763297131718,-0.07118820015920684,0.9438286643937257,414.35955260443086,False,False,False,True,f6937a8b
0.0001,1.2,50,3401,43.42840341076154,-0.08958669968040611,0.9295057908184732,462.13248325654916,False,False,False,True,f6937a8b
0.0001,1.2,55,3023,42.60668210387033,-0.11022661123151248,0.9125805521053111,449.8669502823045,False,False,False,True,f6937a8b
0.0001,1.2,60,2435,42.053388090349074,-0.09927098850499777,0.9203227399287568,355.4234047971733,False,False,False,True,f6937a8b
0.0001,1.4,45,2838,42.600422832980975,-0.10601752575004589,0.919259927782512,429.6189253999229,False,False,False,True,f6937a8b
0.0001,1.4,50,2697,42.60289210233593,-0.11527459897130406,0.9121374379472876,460.6190757700315,False,False,False,True,f6937a8b
0.0001,1.4,55,2403,41.8227215980025,-0.13434127602672324,0.8969031958861691,426.3956259504224,False,False,False,True,f6937a8b
0.0001,1.4,60,1946,41.46968139773895,-0.10473975474203726,0.9181794867827399,328.1337213083545,False,False,False,True,f6937a8b
0.0002,0.8,45,3228,43.432465923172245,-0.07454038017900204,0.9398687580059202,384.3502445775292,False,False,False,True,f6937a8b
0.0002,0.8,50,3063,43.25824355207313,-0.08593991373825159,0.9310391766953674,393.5580896973711,False,False,False,True,f6937a8b
0.0002,0.8,55,2731,42.475283778835596,-0.11026029932462077,0.9105014942022481,383.3356129728785,False,False,False,True,f6937a8b
0.0002,0.8,60,2213,42.02440126525079,-0.09578378759008394,0.9213116193962508,263.8508762657761,False,False,False,True,f6937a8b
0.0002,1.0,45,3228,43.432465923172245,-0.07454038017900204,0.9398687580059202,384.3502445775292,False,False,False,True,f6937a8b
0.0002,1.0,50,3063,43.25824355207313,-0.08593991373825159,0.9310391766953674,393.5580896973711,False,False,False,True,f6937a8b
0.0002,1.0,55,2731,42.475283778835596,-0.11026029932462077,0.9105014942022481,383.3356129728785,False,False,False,True,f6937a8b
0.0002,1.0,60,2213,42.02440126525079,-0.09578378759008394,0.9213116193962508,263.8508762657761,False,False,False,True,f6937a8b
0.0002,1.2,45,3228,43.432465923172245,-0.07454038017900204,0.9398687580059202,384.3502445775292,False,False,False,True,f6937a8b
0.0002,1.2,50,3063,43.25824355207313,-0.08593991373825159,0.9310391766953674,393.5580896973711,False,False,False,True,f6937a8b
0.0002,1.2,55,2731,42.475283778835596,-0.11026029932462077,0.9105014942022481,383.3356129728785,False,False,False,True,f6937a8b
