ema_distance_threshold,volume_ratio_threshold,rsi_threshold,total_candidates,after_ema_filter,after_volume_filter,after_rsi_filter,final_trades
0.0001,0.8,45,28794,24519,24519,23445,23445
0.0001,0.8,50,28794,24519,24519,21768,21768
0.0001,0.8,55,28794,24519,24519,18835,18835
0.0001,0.8,60,28794,24519,24519,14909,14909
0.0001,1.0,45,28794,24519,24519,23445,23445
0.0001,1.0,50,28794,24519,24519,21768,21768
0.0001,1.0,55,28794,24519,24519,18835,18835
0.0001,1.0,60,28794,24519,24519,14909,14909
0.0001,1.2,45,28794,24519,24519,23445,23445
0.0001,1.2,50,28794,24519,24519,21768,21768
0.0001,1.2,55,28794,24519,24519,18835,18835
0.0001,1.2,60,28794,24519,24519,14909,14909
0.0001,1.4,45,28794,24519,19146,18391,18391
0.0001,1.4,50,28794,24519,19146,17135,17135
0.0001,1.4,55,28794,24519,19146,14963,14963
0.0001,1.4,60,28794,24519,19146,11935,11935
0.0002,0.8,45,28794,20615,20615,19833,19833
0.0002,0.8,50,28794,20615,20615,18573,18573
0.0002,0.8,55,28794,20615,20615,16331,16331
0.0002,0.8,60,28794,20615,20615,13203,13203
0.0002,1.0,45,28794,20615,20615,19833,19833
0.0002,1.0,50,28794,20615,20615,18573,18573
0.0002,1.0,55,28794,20615,20615,16331,16331
0.0002,1.0,60,28794,20615,20615,13203,13203
0.0002,1.2,45,28794,20615,20615,19833,19833
0.0002,1.2,50,28794,20615,20615,18573,18573
0.0002,1.2,55,28794,20615,20615,16331,16331
0.0002,1.2,60,28794,20615,20615,13203,13203
0.0002,1.4,45,28794,20615,16257,15706,15706
0.0002,1.4,50,28794,20615,16257,14764,14764
0.0002,1.4,55,28794,20615,16257,13125,13125
0.0002,1.4,60,28794,20615,16257,10699,10699
0.0003,0.8,45,28794,17343,17343,16795,16795
0.0003,0.8,50,28794,17343,17343,15900,15900
0.0003,0.8,55,28794,17343,17343,14197,14197
0.0003,0.8,60,28794,17343,17343,11728,11728
0.0003,1.0,45,28794,17343,17343,16795,16795
0.0003,1.0,50,28794,17343,17343,15900,15900
0.0003,1.0,55,28794,17343,17343,14197,14197
0.0003,1.0,60,28794,17343,17343,11728,11728
0.0003,1.2,45,28794,17343,17343,16795,16795
0.0003,1.2,50,28794,17343,17343,15900,15900
0.0003,1.2,55,28794,17343,17343,14197,14197
0.0003,1.2,60,28794,17343,17343,11728,11728
0.0003,1.4,45,28794,17343,13827,13446,13446
0.0003,1.4,50,28794,17343,13827,12778,12778
0.0003,1.4,55,28794,17343,13827,11528,11528
0.0003,1.4,60,28794,17343,13827,9592,9592
0.0004,0.8,45,28794,14505,14505,14137,14137
0.0004,0.8,50,28794,14505,14505,13485,13485
0.0004,0.8,55,28794,14505,14505,12185,12185
0.0004,0.8,60,28794,14505,14505,10279,10279
0.0004,1.0,45,28794,14505,14505,14137,14137
0.0004,1.0,50,28794,14505,14505,13485,13485
0.0004,1.0,55,28794,14505,14505,12185,12185
0.0004,1.0,60,28794,14505,14505,10279,10279
0.0004,1.2,45,28794,14505,14505,14137,14137
0.0004,1.2,50,28794,14505,14505,13485,13485
0.0004,1.2,55,28794,14505,14505,12185,12185
0.0004,1.2,60,28794,14505,14505,10279,10279
0.0004,1.4,45,28794,14505,11673,11412,11412
0.0004,1.4,50,28794,14505,11673,10922,10922
0.0004,1.4,55,28794,14505,11673,9959,9959
0.0004,1.4,60,28794,14505,11673,8449,8449
0.0005,0.8,45,28794,12265,12265,12021,12021
0.0005,0.8,50,28794,12265,12265,11526,11526
0.0005,0.8,55,28794,12265,12265,10554,10554
0.0005,0.8,60,28794,12265,12265,9038,9038
0.0005,1.0,45,28794,12265,12265,12021,12021
0.0005,1.0,50,28794,12265,12265,11526,11526
0.0005,1.0,55,28794,12265,12265,10554,10554
0.0005,1.0,60,28794,12265,12265,9038,9038
0.0005,1.2,45,28794,12265,12265,12021,12021
0.0005,1.2,50,28794,12265,12265,11526,11526
0.0005,1.2,55,28794,12265,12265,10554,10554
0.0005,1.2,60,28794,12265,12265,9038,9038
0.0005,1.4,45,28794,12265,9967,9796,9796
0.0005,1.4,50,28794,12265,9967,9421,9421
0.0005,1.4,55,28794,12265,9967,8700,8700
0.0005,1.4,60,28794,12265,9967,7497,7497
