ema_distance_threshold,volume_ratio_threshold,rsi_threshold,trades,winrate,avg_R,profit_factor,max_drawdown,suspicious_abs_avg_r,suspicious_pf,suspicious_low_trades,valid,scan_id
0.0001,0.8,45,23445,42.66154830454255,-0.0656081010504822,0.9472314303770525,1720.496006153734,False,False,False,True,cee3815b
0.0001,0.8,50,21768,42.41547225284822,-0.07715501388367331,0.938013896779383,1860.6060261356677,False,False,False,True,cee3815b
0.0001,0.8,55,18835,41.91664454473055,-0.09036475955370618,0.9272433763800928,1817.5182783458413,False,False,False,True,cee3815b
0.0001,0.8,60,14909,42.00147561875377,-0.07988453849308182,0.9345116986942764,1306.6556884669064,False,False,False,True,cee3815b
0.0001,1.0,45,23445,42.66154830454255,-0.0656081010504822,0.9472314303770525,1720.496006153734,False,False,False,True,cee3815b
0.0001,1.0,50,21768,42.41547225284822,-0.07715501388367331,0.938013896779383,1860.6060261356677,False,False,False,True,cee3815b
0.0001,1.0,55,18835,41.91664454473055,-0.09036475955370618,0.9272433763800928,1817.5182783458413,False,False,False,True,cee3815b
0.0001,1.0,60,14909,42.00147561875377,-0.07988453849308182,0.9345116986942764,1306.6556884669064,False,False,False,True,cee3815b
0.0001,1.2,45,23445,42.66154830454255,-0.0656081010504822,0.9472314303770525,1720.496006153734,False,False,False,True,cee3815b
0.0001,1.2,50,21768,42.41547225284822,-0.07715501388367331,0.938013896779383,1860.6060261356677,False,False,False,True,cee3815b
0.0001,1.2,55,18835,41.91664454473055,-0.09036475955370618,0.9272433763800928,1817.5182783458413,False,False,False,True,cee3815b
0.0001,1.2,60,14909,42.00147561875377,-0.07988453849308182,0.9345116986942764,1306.6556884669064,False,False,False,True,cee3815b
0.0001,1.4,45,18391,41.98792887825567,-0.08982748393629886,0.9294504927460371,1802.6614227766956,False,False,False,True,cee3815b
0.0001,1.4,50,17135,41.74496644295302,-0.1009731168280195,0.9206586382786518,1884.6610885715288,False,False,False,True,cee3815b
0.0001,1.4,55,14963,41.26177905500234,-0.11572652382956233,0.9088518207058978,1837.7290885474345,False,False,False,True,cee3815b
0.0001,1.4,60,11935,41.35735232509426,-0.10200504650107572,0.9185590207489504,1386.19214320581,False,False,False,True,cee3815b
0.0002,0.8,45,19833,42.474663439721674,-0.07333575238206397,0.9396161601550206,1534.9515166114898,False,False,False,True,cee3815b
0.0002,0.8,50,18573,42.25488612502019,-0.08173029984011038,0.9328611804262789,1599.378947107813,False,False,False,True,cee3815b
0.0002,0.8,55,16331,41.81005449758129,-0.09464427985856456,0.9222018445711819,1623.10527043506,False,False,False,True,cee3815b
0.0002,0.8,60,13203,41.89199424373248,-0.07272693104563725,0.9390805171723162,1056.950559859905,False,False,False,True,cee3815b
0.0002,1.0,45,19833,42.474663439721674,-0.07333575238206397,0.9396161601550206,1534.9515166114898,False,False,False,True,cee3815b
0.0002,1.0,50,18573,42.25488612502019,-0.08173029984011038,0.9328611804262789,1599.378947107813,False,False,False,True,cee3815b
0.0002,1.0,55,16331,41.81005449758129,-0.09464427985856456,0.9222018445711819,1623.10527043506,False,False,False,True,cee3815b
0.0002,1.0,60,13203,41.89199424373248,-0.07272693104563725,0.9390805171723162,1056.950559859905,False,False,False,True,cee3815b
0.0002,1.2,45,19833,42.474663439721674,-0.07333575238206397,0.9396161601550206,1534.9515166114898,False,False,False,True,cee3815b
0.0002,1.2,50,18573,42.25488612502019,-0.08173029984011038,0.9328611804262789,1599.378947107813,False,False,False,True,cee3815b
0.0002,1.2,55,16331,41.81005449758129,-0.09464427985856456,0.9222018445711819,1623.10527043506,False,False,False,True,cee3815b
0.0002,1.2,60,13203,41.89199424373248,-0.07272693104563725,0.9390805171723162,1056.950559859905,False,False,False,True,cee3815b
0.0002,1.4,45,15706,41.96485419584872,-0.10188758641283333,0.9184257879756127,1668.1082284162862,False,False,False,True,cee3815b
0.0002,1.4,50,14764,41.77052289352479,-0.11063666127434364,0.9114842504012508,1719.0666035228448,False,False,False,True,cee3815b
0.0002,1.4,55,13125,41.35619047619048,-0.1221667347263237,0.9020828550315163,1674.3880065186554,False,False,False,True,cee3815b
0.0002,1.4,60,10699,41.44312552575007,-0.1001962165614957,0.9184241649719078,1238.0157196125397,False,False,False,True,cee3815b
0.0003,0.8,45,16795,42.30425721941054,-0.06845614082498852,0.9421728131859034,1306.3191433678774,False,False,False,True,cee3815b
0.0003,0.8,50,15900,42.056603773584904,-0.08232626010991055,0.9307643451978022,1461.3487856434563,False,False,False,True,cee3815b
0.0003,0.8,55,14197,41.73416919067409,-0.09076738597088689,0.9236843769477822,1422.2215284158547,False,False,False,True,cee3815b
0.0003,0.8,60,11728,41.720668485675304,-0.08160635298288368,0.9306076566796889,1123.8432531313447,False,False,False,True,cee3815b
0.0003,1.0,45,16795,42.30425721941054,-0.06845614082498852,0.9421728131859034,1306.3191433678774,False,False,False,True,cee3815b
0.0003,1.0,50,15900,42.056603773584904,-0.08232626010991055,0.9307643451978022,1461.3487856434563,False,False,False,True,cee3815b
0.0003,1.0,55,14197,41.73416919067409,-0.09076738597088689,0.9236843769477822,1422.2215284158547,False,False,False,True,cee3815b
0.0003,1.0,60,11728,41.720668485675304,-0.08160635298288368,0.9306076566796889,1123.8432531313447,False,False,False,True,cee3815b
0.0003,1.2,45,16795,42.30425721941054,-0.06845614082498852,0.9421728131859034,1306.3191433678774,False,False,False,True,cee3815b
0.0003,1.2,50,15900,42.056603773584904,-0.08232626010991055,0.9307643451978022,1461.3487856434563,False,False,False,True,cee3815b
0.0003,1.2,55,14197,41.73416919067409,-0.09076738597088689,0.9236843769477822,1422.2215284158547,False,False,False,True,cee3815b
0.0003,1.2,60,11728,41.720668485675304,-0.08160635298288368,0.9306076566796889,1123.8432531313447,False,False,False,True,cee3815b
0.0003,1.4,45,13446,41.841439833407705,-0.09427671676128858,0.9225213582603801,1386.376431695745,False,False,False,True,cee3815b
0.0003,1.4,50,12778,41.58710283299421,-0.10936142685376066,0.9103717413095086,1529.1396597623238,False,False,False,True,cee3815b
0.0003,1.4,55,11528,41.308119361554475,-0.11596600579468963,0.9048467678045949,1474.8887704647304,False,False,False,True,cee3815b
0.0003,1.4,60,9592,41.284403669724774,-0.10795376368447358,0.9106507001230942,1236.455104640462,False,False,False,True,cee3815b
0.0004,0.8,45,14137,42.24375751573884,-0.06676967019478589,0.942257965126316,1120.3071509908693,False,False,False,True,cee3815b
0.0004,0.8,50,13485,41.979977753058954,-0.08346058192565217,0.9283198595909756,1275.3069090106876,False,False,False,True,cee3815b
0.0004,0.8,55,12185,41.60853508411982,-0.08838615429508788,0.9239539423700754,1151.3788352809052,False,False,False,True,cee3815b
0.0004,0.8,60,10279,41.55073450724779,-0.0798877932383831,0.9304238405602954,932.9152543746237,False,False,False,True,cee3815b
0.0004,1.0,45,14137,42.24375751573884,-0.06676967019478589,0.942257965126316,1120.3071509908693,False,False,False,True,cee3815b
0.0004,1.0,50,13485,41.979977753058954,-0.08346058192565217,0.9283198595909756,1275.3069090106876,False,False,False,True,cee3815b
0.0004,1.0,55,12185,41.60853508411982,-0.08838615429508788,0.9239539423700754,1151.3788352809052,False,False,False,True,cee3815b
0.0004,1.0,60,10279,41.55073450724779,-0.0798877932383831,0.9304238405602954,932.9152543746237,False,False,False,True,cee3815b
0.0004,1.2,45,14137,42.24375751573884,-0.06676967019478589,0.942257965126316,1120.3071509908693,False,False,False,True,cee3815b
0.0004,1.2,50,13485,41.979977753058954,-0.08346058192565217,0.9283198595909756,1275.3069090106876,False,False,False,True,cee3815b
0.0004,1.2,55,12185,41.60853508411982,-0.08838615429508788,0.9239539423700754,1151.3788352809052,False,False,False,True,cee3815b
0.0004,1.2,60,10279,41.55073450724779,-0.0798877932383831,0.9304238405602954,932.9152543746237,False,False,False,True,cee3815b
0.0004,1.4,45,11412,41.824395373291274,-0.09035499819446606,0.9239736862224508,1191.2375842570207,False,False,False,True,cee3815b
0.0004,1.4,50,10922,41.503387657938106,-0.11023646691169468,0.9078040968662122,1344.601925620465,False,False,False,True,cee3815b
0.0004,1.4,55,9959,41.218997891354554,-0.11121848169285653,0.9066159616258952,1212.9679553787066,False,False,False,True,cee3815b
0.0004,1.4,60,8449,41.17647058823529,-0.10266315969338126,0.9127813835653448,1032.4377066501866,False,False,False,True,cee3815b
0.0005,0.8,45,12021,41.959903502204476,-0.07023314426547504,0.9383700346856926,985.6015219679625,False,False,False,True,cee3815b
0.0005,0.8,50,11526,41.8098212736422,-0.08446671373625843,0.9262914771550987,1103.5569450142768,False,False,False,True,cee3815b
0.0005,0.8,55,10554,41.462952435095694,-0.09367045404882952,0.918312330846266,1076.8915301106902,False,False,False,True,cee3815b
0.0005,0.8,60,9038,41.57999557424209,-0.07510565514034466,0.9333463787244111,821.8206363890555,False,False,False,True,cee3815b
