horizon,trades,winrate,avg_R,profit_factor,max_drawdown
5,8772,47.127222982216146,0.035269214783258,1.0679014875279318,122.73953394909753
10,8772,45.39443684450524,-0.003624573021442615,0.9950660784682017,264.2907625310567
20,8772,44.37984496124031,-0.0028600762644087336,0.9972281275203668,375.43996051228436
30,8772,43.992248062015506,0.015370859512198059,1.012550528141699,411.85737689015696
