ema_distance_threshold,volume_ratio_threshold,rsi_threshold,trades,winrate,avg_R,profit_factor,max_drawdown
0.0001,0.8,45,7250,43.69655172413793,-0.014972334629058517,0.987697318131826,386.79205782650394
0.0001,0.8,50,6691,43.341802421162754,-0.02935046057146777,0.975951544854177,349.69819201353846
0.0001,0.8,55,5711,42.70705655752057,-0.04470208196436821,0.9632914625988686,325.49677097335103
0.0001,0.8,60,4435,42.615558060879366,-0.057744362984193755,0.9522157024401073,278.51985971037186
0.0001,1.0,45,7250,43.69655172413793,-0.014972334629058517,0.987697318131826,386.79205782650394
0.0001,1.0,50,6691,43.341802421162754,-0.02935046057146777,0.975951544854177,349.69819201353846
0.0001,1.0,55,5711,42.70705655752057,-0.04470208196436821,0.9632914625988686,325.49677097335103
0.0001,1.0,60,4435,42.615558060879366,-0.057744362984193755,0.9522157024401073,278.51985971037186
0.0001,1.2,45,7250,43.69655172413793,-0.014972334629058517,0.987697318131826,386.79205782650394
0.0001,1.2,50,6691,43.341802421162754,-0.02935046057146777,0.975951544854177,349.69819201353846
0.0001,1.2,55,5711,42.70705655752057,-0.04470208196436821,0.9632914625988686,325.49677097335103
0.0001,1.2,60,4435,42.615558060879366,-0.057744362984193755,0.9522157024401073,278.51985971037186
0.0001,1.4,45,5629,42.60081719666015,-0.06070719673610776,0.9522899313565291,516.3503828878694
0.0001,1.4,50,5221,42.27159547979314,-0.07874201644800141,0.9382383282198483,478.1619137585683
0.0001,1.4,55,4490,41.625835189309576,-0.09731022648818548,0.9235378509738973,448.8873460160579
0.0001,1.4,60,3525,41.4468085106383,-0.11038174258766874,0.9130297716681647,426.70131068439764
0.0002,0.8,45,6118,43.96861719516182,0.0012132951439969063,1.0010173012345471,319.96344401564016
0.0002,0.8,50,5686,43.56313753077735,-0.012607290167984895,0.9895021203782699,322.925690159638
0.0002,0.8,55,4951,42.83983033730559,-0.032067182053754494,0.9733515918410169,285.2092614450058
0.0002,0.8,60,3909,42.59401381427475,-0.04201408162879749,0.9649422118789714,209.99132641150842
0.0002,1.0,45,6118,43.96861719516182,0.0012132951439969063,1.0010173012345471,319.96344401564016
0.0002,1.0,50,5686,43.56313753077735,-0.012607290167984895,0.9895021203782699,322.925690159638
0.0002,1.0,55,4951,42.83983033730559,-0.032067182053754494,0.9733515918410169,285.2092614450058
0.0002,1.0,60,3909,42.59401381427475,-0.04201408162879749,0.9649422118789714,209.99132641150842
0.0002,1.2,45,6118,43.96861719516182,0.0012132951439969063,1.0010173012345471,319.96344401564016
0.0002,1.2,50,5686,43.56313753077735,-0.012607290167984895,0.9895021203782699,322.925690159638
0.0002,1.2,55,4951,42.83983033730559,-0.032067182053754494,0.9733515918410169,285.2092614450058
0.0002,1.2,60,3909,42.59401381427475,-0.04201408162879749,0.9649422118789714,209.99132641150842
0.0002,1.4,45,4793,43.041936156895474,-0.042066479509994884,0.9662673983379851,369.8964481324616
0.0002,1.4,50,4473,42.72300469483568,-0.05482366389705775,0.9562061859892756,358.33503167564874
0.0002,1.4,55,3937,42.01168402336805,-0.08043332545904955,0.9358488061175392,327.57392289050404
0.0002,1.4,60,3146,41.60839160839161,-0.0983219334059151,0.9218572439875915,310.5718310787233
0.0003,0.8,45,5132,43.49181605611847,-0.0109780166935906,0.9906865596619384,302.09505663416485
0.0003,0.8,50,4817,43.035084077226486,-0.03400699019636135,0.9713510714587775,310.67013242703206
0.0003,0.8,55,4264,42.5656660412758,-0.04544506977522319,0.9616660169603264,263.5400663266512
0.0003,0.8,60,3455,42.34442836468886,-0.06267846591759837,0.9474088768219117,204.81488851426082
0.0003,1.0,45,5132,43.49181605611847,-0.0109780166935906,0.9906865596619384,302.09505663416485
0.0003,1.0,50,4817,43.035084077226486,-0.03400699019636135,0.9713510714587775,310.67013242703206
0.0003,1.0,55,4264,42.5656660412758,-0.04544506977522319,0.9616660169603264,263.5400663266512
0.0003,1.0,60,3455,42.34442836468886,-0.06267846591759837,0.9474088768219117,204.81488851426082
0.0003,1.2,45,5132,43.49181605611847,-0.0109780166935906,0.9906865596619384,302.09505663416485
0.0003,1.2,50,4817,43.035084077226486,-0.03400699019636135,0.9713510714587775,310.67013242703206
0.0003,1.2,55,4264,42.5656660412758,-0.04544506977522319,0.9616660169603264,263.5400663266512
0.0003,1.2,60,3455,42.34442836468886,-0.06267846591759837,0.9474088768219117,204.81488851426082
0.0003,1.4,45,4074,42.63622974963181,-0.04341668886529827,0.9646478302223767,365.17633556802207
0.0003,1.4,50,3845,42.210663198959686,-0.0695434628417046,0.9437164524180132,367.6246115895768
0.0003,1.4,55,3438,41.82664339732403,-0.08183093368628169,0.9337160173639937,323.39779683444084
0.0003,1.4,60,2820,41.41843971631206,-0.11088101045876701,0.9110970612847802,310.4150027537118
0.0004,0.8,45,4306,43.45099860659545,0.007270646436580429,1.006299811024525,244.42478159268984
0.0004,0.8,50,4080,42.9656862745098,-0.02343570921955483,0.979940693966789,259.0502228899664
0.0004,0.8,55,3664,42.467248908296945,-0.01596637554334115,0.986235175214094,196.38416236982982
0.0004,0.8,60,3053,42.31903046184081,-0.027466691429760545,0.9763969370823998,201.96811891052056
0.0004,1.0,45,4306,43.45099860659545,0.007270646436580429,1.006299811024525,244.42478159268984
0.0004,1.0,50,4080,42.9656862745098,-0.02343570921955483,0.979940693966789,259.0502228899664
0.0004,1.0,55,3664,42.467248908296945,-0.01596637554334115,0.986235175214094,196.38416236982982
0.0004,1.0,60,3053,42.31903046184081,-0.027466691429760545,0.9763969370823998,201.96811891052056
0.0004,1.2,45,4306,43.45099860659545,0.007270646436580429,1.006299811024525,244.42478159268984
0.0004,1.2,50,4080,42.9656862745098,-0.02343570921955483,0.979940693966789,259.0502228899664
0.0004,1.2,55,3664,42.467248908296945,-0.01596637554334115,0.986235175214094,196.38416236982982
0.0004,1.2,60,3053,42.31903046184081,-0.027466691429760545,0.9763969370823998,201.96811891052056
0.0004,1.4,45,3457,42.377784205958925,-0.022005078335202852,0.981698444586598,300.9814504095034
0.0004,1.4,50,3290,41.85410334346504,-0.061938173540910524,0.9491241540764522,317.091627248009
0.0004,1.4,55,2975,41.57983193277311,-0.05304354133439239,0.9560686730966789,266.77732843809696
0.0004,1.4,60,2498,41.27301841473179,-0.07756965925206913,0.9362430960748025,235.47213941516026
0.0005,0.8,45,3646,43.49972572682392,0.015608839863815907,1.0139257636213226,180.68405457572533
0.0005,0.8,50,3476,43.09551208285385,-0.017694757700604066,0.9843625182770658,205.77683655435354
0.0005,0.8,55,3168,42.36111111111111,-0.03072101055554303,0.9729346794865534,204.05005151124578
0.0005,0.8,60,2686,42.405063291139236,-0.02544236476216597,0.9774649732431652,180.2694452546813
0.0005,1.0,45,3646,43.49972572682392,0.015608839863815907,1.0139257636213226,180.68405457572533
0.0005,1.0,50,3476,43.09551208285385,-0.017694757700604066,0.9843625182770658,205.77683655435354
0.0005,1.0,55,3168,42.36111111111111,-0.03072101055554303,0.9729346794865534,204.05005151124578
0.0005,1.0,60,2686,42.405063291139236,-0.02544236476216597,0.9774649732431652,180.2694452546813
0.0005,1.2,45,3646,43.49972572682392,0.015608839863815907,1.0139257636213226,180.68405457572533
0.0005,1.2,50,3476,43.09551208285385,-0.017694757700604066,0.9843625182770658,205.77683655435354
0.0005,1.2,55,3168,42.36111111111111,-0.03072101055554303,0.9729346794865534,204.05005151124578
0.0005,1.2,60,2686,42.405063291139236,-0.02544236476216597,0.9774649732431652,180.2694452546813
0.0005,1.4,45,2961,42.31678486997636,0.002219420582815638,1.0019100732098314,233.56006579032885
0.0005,1.4,50,2834,41.919548341566696,-0.03674093435937564,0.9686663214513178,250.85241337579225
0.0005,1.4,55,2598,41.53194765204003,-0.04037079318661123,0.9654272674944557,238.25200565410262
0.0005,1.4,60,2220,41.486486486486484,-0.051695519556104755,0.9557013047096127,205.31885049977862
