horizon,trades,winrate,avg_R,profit_factor,max_drawdown
5,15000,46.82,0.010312668014112304,1.0195145500901617,186.91774021472614
10,15000,45.126666666666665,-0.046606657479022,0.9370868103371559,800.3959201437447
20,15000,44.00666666666667,-0.04176355790532057,0.9593011487638062,923.1894457253263
30,15000,43.413333333333334,-0.03562555733511697,0.9709423557356558,893.5463728842097
