momentum_ratio_threshold,pullback_depth_min,pullback_depth_max,upper_wick_ratio_max,lower_wick_ratio_max,breakout_confirmation_required,total_candidates,after_momentum_filter,after_pullback_filter,after_wick_filter,after_breakout_filter,final_trades
0.9,-3.0,,0.3,0.6,False,208,18,17,17,17,17
0.9,-3.0,,0.3,0.6,True,208,18,17,11,11,11
0.9,-3.0,,0.3,0.7,False,208,18,17,17,17,17
0.9,-3.0,,0.3,0.7,True,208,18,17,11,11,11
0.9,-3.0,,0.4,,False,208,18,17,17,17,17
0.9,-3.0,,0.4,,True,208,18,17,11,11,11
0.9,-3.0,,0.4,0.5,False,208,18,17,17,17,17
0.9,-3.0,,0.4,0.5,True,208,18,17,11,11,11
0.9,-3.0,,0.4,0.6,False,208,18,17,17,17,17
0.9,-3.0,,0.4,0.6,True,208,18,17,11,11,11
0.9,-3.0,,0.4,0.7,False,208,18,17,17,17,17
0.9,-3.0,,0.4,0.7,True,208,18,17,11,11,11
0.9,-2.5,,,,False,208,18,17,17,17,17
0.9,-2.5,,,,True,208,18,17,11,11,11
0.9,-2.5,,,0.5,False,208,18,17,17,17,17
0.9,-2.5,,,0.5,True,208,18,17,11,11,11
0.9,-2.5,,,0.6,False,208,18,17,17,17,17
0.9,-2.5,,,0.6,True,208,18,17,11,11,11
0.9,-2.5,,,0.7,False,208,18,17,17,17,17
0.9,-2.5,,,0.7,True,208,18,17,11,11,11
0.9,-2.5,,0.2,,False,208,18,17,17,17,17
0.9,-2.5,,0.2,,True,208,18,17,11,11,11
0.9,-2.5,,0.2,0.5,False,208,18,17,17,17,17
0.9,-2.5,,0.2,0.5,True,208,18,17,11,11,11
0.9,-2.5,,0.2,0.6,False,208,18,17,17,17,17
0.9,-2.5,,0.2,0.6,True,208,18,17,11,11,11
0.9,-2.5,,0.2,0.7,False,208,18,17,17,17,17
0.9,-2.5,,0.2,0.7,True,208,18,17,11,11,11
0.9,-2.5,,0.3,,False,208,18,17,17,17,17
0.9,-2.5,,0.3,,True,208,18,17,11,11,11
0.9,-2.5,,0.3,0.5,False,208,18,17,17,17,17
0.9,-2.5,,0.3,0.5,True,208,18,17,11,11,11
0.9,-2.5,,0.3,0.6,False,208,18,17,17,17,17
0.9,-2.5,,0.3,0.6,True,208,18,17,11,11,11
0.9,-2.5,,0.3,0.7,False,208,18,17,17,17,17
0.9,-2.5,,0.3,0.7,True,208,18,17,11,11,11
0.9,-2.5,,0.4,,False,208,18,17,17,17,17
0.9,-2.5,,0.4,,True,208,18,17,11,11,11
0.9,-2.5,,0.4,0.5,False,208,18,17,17,17,17
0.9,-2.5,,0.4,0.5,True,208,18,17,11,11,11
0.9,-2.5,,0.4,0.6,False,208,18,17,17,17,17
0.9,-2.5,,0.4,0.6,True,208,18,17,11,11,11
0.9,-2.5,,0.4,0.7,False,208,18,17,17,17,17
0.9,-2.5,,0.4,0.7,True,208,18,17,11,11,11
0.9,-2.0,,,,False,208,18,17,17,17,17
0.9,-2.0,,,,True,208,18,17,11,11,11
0.9,-2.0,,,0.5,False,208,18,17,17,17,17
0.9,-2.0,,,0.5,True,208,18,17,11,11,11
0.9,-2.0,,,0.6,False,208,18,17,17,17,17
0.9,-2.0,,,0.6,True,208,18,17,11,11,11
0.9,-2.0,,,0.7,False,208,18,17,17,17,17
0.9,-2.0,,,0.7,True,208,18,17,11,11,11
0.9,-2.0,,0.2,,False,208,18,17,17,17,17
0.9,-2.0,,0.2,,True,208,18,17,11,11,11
0.9,-2.0,,0.2,0.5,False,208,18,17,17,17,17
0.9,-2.0,,0.2,0.5,True,208,18,17,11,11,11
0.9,-2.0,,0.2,0.6,False,208,18,17,17,17,17
0.9,-2.0,,0.2,0.6,True,208,18,17,11,11,11
0.9,-2.0,,0.2,0.7,False,208,18,17,17,17,17
0.9,-2.0,,0.2,0.7,True,208,18,17,11,11,11
0.9,-2.0,,0.3,,False,208,18,17,17,17,17
0.9,-2.0,,0.3,,True,208,18,17,11,11,11
0.9,-2.0,,0.3,0.5,False,208,18,17,17,17,17
0.9,-2.0,,0.3,0.5,True,208,18,17,11,11,11
0.9,-2.0,,0.3,0.6,False,208,18,17,17,17,17
0.9,-2.0,,0.3,0.6,True,208,18,17,11,11,11
0.9,-2.0,,0.3,0.7,False,208,18,17,17,17,17
0.9,-2.0,,0.3,0.7,True,208,18,17,11,11,11
0.9,-2.0,,0.4,,False,208,18,17,17,17,17
0.9,-2.0,,0.4,,True,208,18,17,11,11,11
0.9,-2.0,,0.4,0.5,False,208,18,17,17,17,17
0.9,-2.0,,0.4,0.5,True,208,18,17,11,11,11
0.9,-2.0,,0.4,0.6,False,208,18,17,17,17,17
0.9,-2.0,,0.4,0.6,True,208,18,17,11,11,11
0.9,-2.0,,0.4,0.7,False,208,18,17,17,17,17
0.9,-2.0,,0.4,0.7,True,208,18,17,11,11,11
0.9,-1.5,,,,False,208,18,17,17,17,17
0.9,-1.5,,,,True,208,18,17,11,11,11
0.9,-1.5,,,0.5,False,208,18,17,17,17,17
0.9,-1.5,,,0.5,True,208,18,17,11,11,11
0.9,-1.5,,,0.6,False,208,18,17,17,17,17
0.9,-1.5,,,0.6,True,208,18,17,11,11,11
0.9,-1.5,,,0.7,False,208,18,17,17,17,17
0.9,-1.5,,,0.7,True,208,18,17,11,11,11
0.9,-1.5,,0.2,,False,208,18,17,17,17,17
0.9,-1.5,,0.2,,True,208,18,17,11,11,11
0.9,-1.5,,0.2,0.5,False,208,18,17,17,17,17
0.9,-1.5,,0.2,0.5,True,208,18,17,11,11,11
0.9,-1.5,,0.2,0.6,False,208,18,17,17,17,17
0.9,-1.5,,0.2,0.6,True,208,18,17,11,11,11
0.9,-1.5,,0.2,0.7,False,208,18,17,17,17,17
0.9,-1.5,,0.2,0.7,True,208,18,17,11,11,11
0.9,-1.5,,0.3,,False,208,18,17,17,17,17
0.9,-1.5,,0.3,,True,208,18,17,11,11,11
0.9,-1.5,,0.3,0.5,False,208,18,17,17,17,17
0.9,-1.5,,0.3,0.5,True,208,18,17,11,11,11
0.9,-1.5,,0.3,0.6,False,208,18,17,17,17,17
0.9,-1.5,,0.3,0.6,True,208,18,17,11,11,11
0.9,-1.5,,0.3,0.7,False,208,18,17,17,17,17
0.9,-1.5,,0.3,0.7,True,208,18,17,11,11,11
0.9,-1.5,,0.4,,False,208,18,17,17,17,17
0.9,-1.5,,0.4,,True,208,18,17,11,11,11
0.9,-1.5,,0.4,0.5,False,208,18,17,17,17,17
0.9,-1.5,,0.4,0.5,True,208,18,17,11,11,11
0.9,-1.5,,0.4,0.6,False,208,18,17,17,17,17
0.9,-1.5,,0.4,0.6,True,208,18,17,11,11,11
0.9,-1.5,,0.4,0.7,False,208,18,17,17,17,17
0.9,-1.5,,0.4,0.7,True,208,18,17,11,11,11
0.9,-1.0,,,,False,208,18,13,13,13,13
0.9,-1.0,,,,True,208,18,13,7,7,7
0.9,-1.0,,,0.5,False,208,18,13,13,13,13
0.9,-1.0,,,0.5,True,208,18,13,7,7,7
0.9,-1.0,,,0.6,False,208,18,13,13,13,13
0.9,-1.0,,,0.6,True,208,18,13,7,7,7
0.9,-1.0,,,0.7,False,208,18,13,13,13,13
0.9,-1.0,,,0.7,True,208,18,13,7,7,7
0.9,-1.0,,0.2,,False,208,18,13,13,13,13
0.9,-1.0,,0.2,,True,208,18,13,7,7,7
0.9,-1.0,,0.2,0.5,False,208,18,13,13,13,13
0.9,-1.0,,0.2,0.5,True,208,18,13,7,7,7
0.9,-1.0,,0.2,0.6,False,208,18,13,13,13,13
0.9,-1.0,,0.2,0.6,True,208,18,13,7,7,7
0.9,-1.0,,0.2,0.7,False,208,18,13,13,13,13
0.9,-1.0,,0.2,0.7,True,208,18,13,7,7,7
0.9,-1.0,,0.3,,False,208,18,13,13,13,13
0.9,-1.0,,0.3,,True,208,18,13,7,7,7
0.9,-1.0,,0.3,0.5,False,208,18,13,13,13,13
0.9,-1.0,,0.3,0.5,True,208,18,13,7,7,7
0.9,-1.0,,0.3,0.6,False,208,18,13,13,13,13
0.9,-1.0,,0.3,0.6,True,208,18,13,7,7,7
0.9,-1.0,,0.3,0.7,False,208,18,13,13,13,13
0.9,-1.0,,0.3,0.7,True,208,18,13,7,7,7
0.9,-1.0,,0.4,,False,208,18,13,13,13,13
0.9,-1.0,,0.4,,True,208,18,13,7,7,7
0.9,-1.0,,0.4,0.5,False,208,18,13,13,13,13
0.9,-1.0,,0.4,0.5,True,208,18,13,7,7,7
0.9,-1.0,,0.4,0.6,False,208,18,13,13,13,13
0.9,-1.0,,0.4,0.6,True,208,18,13,7,7,7
0.9,-1.0,,0.4,0.7,False,208,18,13,13,13,13
0.9,-1.0,,0.4,0.7,True,208,18,13,7,7,7
0.95,,,,,False,208,11,11,11,11,11
0.95,,,,,True,208,11,11,7,7,7
0.95,,,,0.5,False,208,11,11,11,11,11
0.95,,,,0.5,True,208,11,11,7,7,7
0.95,,,,0.6,False,208,11,11,11,11,11
0.95,,,,0.6,True,208,11,11,7,7,7
0.95,,,,0.7,False,208,11,11,11,11,11
0.95,,,,0.7,True,208,11,11,7,7,7
0.95,,,0.2,,False,208,11,11,11,11,11
0.95,,,0.2,,True,208,11,11,7,7,7
0.95,,,0.2,0.5,False,208,11,11,11,11,11
0.95,,,0.2,0.5,True,208,11,11,7,7,7
0.95,,,0.2,0.6,False,208,11,11,11,11,11
0.95,,,0.2,0.6,True,208,11,11,7,7,7
0.95,,,0.2,0.7,False,208,11,11,11,11,11
0.95,,,0.2,0.7,True,208,11,11,7,7,7
0.95,,,0.3,,False,208,11,11,11,11,11
0.95,,,0.3,,True,208,11,11,7,7,7
0.95,,,0.3,0.5,False,208,11,11,11,11,11
0.95,,,0.3,0.5,True,208,11,11,7,7,7
0.95,,,0.3,0.6,False,208,11,11,11,11,11
0.95,,,0.3,0.6,True,208,11,11,7,7,7
0.95,,,0.3,0.7,False,208,11,11,11,11,11
0.95,,,0.3,0.7,True,208,11,11,7,7,7
0.95,,,0.4,,False,208,11,11,11,11,11
0.95,,,0.4,,True,208,11,11,7,7,7
0.95,,,0.4,0.5,False,208,11,11,11,11,11
0.95,,,0.4,0.5,True,208,11,11,7,7,7
0.95,,,0.4,0.6,False,208,11,11,11,11,11
0.95,,,0.4,0.6,True,208,11,11,7,7,7
0.95,,,0.4,0.7,False,208,11,11,11,11,11
0.95,,,0.4,0.7,True,208,11,11,7,7,7
0.95,-3.0,,,,False,208,11,10,10,10,10
0.95,-3.0,,,,True,208,11,10,6,6,6
0.95,-3.0,,,0.5,False,208,11,10,10,10,10
0.95,-3.0,,,0.5,True,208,11,10,6,6,6
0.95,-3.0,,,0.6,False,208,11,10,10,10,10
0.95,-3.0,,,0.6,True,208,11,10,6,6,6
0.95,-3.0,,,0.7,False,208,11,10,10,10,10
0.95,-3.0,,,0.7,True,208,11,10,6,6,6
0.95,-3.0,,0.2,,False,208,11,10,10,10,10
0.95,-3.0,,0.2,,True,208,11,10,6,6,6
0.95,-3.0,,0.2,0.5,False,208,11,10,10,10,10
0.95,-3.0,,0.2,0.5,True,208,11,10,6,6,6
0.95,-3.0,,0.2,0.6,False,208,11,10,10,10,10
0.95,-3.0,,0.2,0.6,True,208,11,10,6,6,6
0.95,-3.0,,0.2,0.7,False,208,11,10,10,10,10
0.95,-3.0,,0.2,0.7,True,208,11,10,6,6,6
0.95,-3.0,,0.3,,False,208,11,10,10,10,10
0.95,-3.0,,0.3,,True,208,11,10,6,6,6
0.95,-3.0,,0.3,0.5,False,208,11,10,10,10,10
0.95,-3.0,,0.3,0.5,True,208,11,10,6,6,6
0.95,-3.0,,0.3,0.6,False,208,11,10,10,10,10
0.95,-3.0,,0.3,0.6,True,208,11,10,6,6,6
0.95,-3.0,,0.3,0.7,False,208,11,10,10,10,10
0.95,-3.0,,0.3,0.7,True,208,11,10,6,6,6
0.95,-3.0,,0.4,,False,208,11,10,10,10,10
0.95,-3.0,,0.4,,True,208,11,10,6,6,6
0.95,-3.0,,0.4,0.5,False,208,11,10,10,10,10
0.95,-3.0,,0.4,0.5,True,208,11,10,6,6,6
0.95,-3.0,,0.4,0.6,False,208,11,10,10,10,10
0.95,-3.0,,0.4,0.6,True,208,11,10,6,6,6
0.95,-3.0,,0.4,0.7,False,208,11,10,10,10,10
0.95,-3.0,,0.4,0.7,True,208,11,10,6,6,6
0.95,-2.5,,,,False,208,11,10,10,10,10
0.95,-2.5,,,,True,208,11,10,6,6,6
0.95,-2.5,,,0.5,False,208,11,10,10,10,10
0.95,-2.5,,,0.5,True,208,11,10,6,6,6
0.95,-2.5,,,0.6,False,208,11,10,10,10,10
0.95,-2.5,,,0.6,True,208,11,10,6,6,6
0.95,-2.5,,,0.7,False,208,11,10,10,10,10
0.95,-2.5,,,0.7,True,208,11,10,6,6,6
0.95,-2.5,,0.2,,False,208,11,10,10,10,10
0.95,-2.5,,0.2,,True,208,11,10,6,6,6
0.95,-2.5,,0.2,0.5,False,208,11,10,10,10,10
0.95,-2.5,,0.2,0.5,True,208,11,10,6,6,6
0.95,-2.5,,0.2,0.6,False,208,11,10,10,10,10
0.95,-2.5,,0.2,0.6,True,208,11,10,6,6,6
0.95,-2.5,,0.2,0.7,False,208,11,10,10,10,10
0.95,-2.5,,0.2,0.7,True,208,11,10,6,6,6
0.95,-2.5,,0.3,,False,208,11,10,10,10,10
0.95,-2.5,,0.3,,True,208,11,10,6,6,6
0.95,-2.5,,0.3,0.5,False,208,11,10,10,10,10
0.95,-2.5,,0.3,0.5,True,208,11,10,6,6,6
0.95,-2.5,,0.3,0.6,False,208,11,10,10,10,10
0.95,-2.5,,0.3,0.6,True,208,11,10,6,6,6
0.95,-2.5,,0.3,0.7,False,208,11,10,10,10,10
0.95,-2.5,,0.3,0.7,True,208,11,10,6,6,6
0.95,-2.5,,0.4,,False,208,11,10,10,10,10
0.95,-2.5,,0.4,,True,208,11,10,6,6,6
0.95,-2.5,,0.4,0.5,False,208,11,10,10,10,10
0.95,-2.5,,0.4,0.5,True,208,11,10,6,6,6
0.95,-2.5,,0.4,0.6,False,208,11,10,10,10,10
0.95,-2.5,,0.4,0.6,True,208,11,10,6,6,6
0.95,-2.5,,0.4,0.7,False,208,11,10,10,10,10
0.95,-2.5,,0.4,0.7,True,208,11,10,6,6,6
0.95,-2.0,,,,False,208,11,10,10,10,10
0.95,-2.0,,,,True,208,11,10,6,6,6
0.95,-2.0,,,0.5,False,208,11,10,10,10,10
0.95,-2.0,,,0.5,True,208,11,10,6,6,6
0.95,-2.0,,,0.6,False,208,11,10,10,10,10
0.95,-2.0,,,0.6,True,208,11,10,6,6,6
0.95,-2.0,,,0.7,False,208,11,10,10,10,10
0.95,-2.0,,,0.7,True,208,11,10,6,6,6
0.95,-2.0,,0.2,,False,208,11,10,10,10,10
0.95,-2.0,,0.2,,True,208,11,10,6,6,6
0.95,-2.0,,0.2,0.5,False,208,11,10,10,10,10
0.95,-2.0,,0.2,0.5,True,208,11,10,6,6,6
0.95,-2.0,,0.2,0.6,False,208,11,10,10,10,10
0.95,-2.0,,0.2,0.6,True,208,11,10,6,6,6
0.95,-2.0,,0.2,0.7,False,208,11,10,10,10,10
0.95,-2.0,,0.2,0.7,True,208,11,10,6,6,6
0.95,-2.0,,0.3,,False,208,11,10,10,10,10
0.95,-2.0,,0.3,,True,208,11,10,6,6,6
0.95,-2.0,,0.3,0.5,False,208,11,10,10,10,10
0.95,-2.0,,0.3,0.5,True,208,11,10,6,6,6
0.95,-2.0,,0.3,0.6,False,208,11,10,10,10,10
0.95,-2.0,,0.3,0.6,True,208,11,10,6,6,6
0.95,-2.0,,0.3,0.7,False,208,11,10,10,10,10
0.95,-2.0,,0.3,0.7,True,208,11,10,6,6,6
0.95,-2.0,,0.4,,False,208,11,10,10,10,10
0.95,-2.0,,0.4,,True,208,11,10,6,6,6
0.95,-2.0,,0.4,0.5,False,208,11,10,10,10,10
0.95,-2.0,,0.4,0.5,True,208,11,10,6,6,6
0.95,-2.0,,0.4,0.6,False,208,11,10,10,10,10
0.95,-2.0,,0.4,0.6,True,208,11,10,6,6,6
0.95,-2.0,,0.4,0.7,False,208,11,10,10,10,10
0.95,-2.0,,0.4,0.7,True,208,11,10,6,6,6
0.95,-1.5,,,,False,208,11,10,10,10,10
0.95,-1.5,,,,True,208,11,10,6,6,6
0.95,-1.5,,,0.5,False,208,11,10,10,10,10
0.95,-1.5,,,0.5,True,208,11,10,6,6,6
0.95,-1.5,,,0.6,False,208,11,10,10,10,10
0.95,-1.5,,,0.6,True,208,11,10,6,6,6
0.95,-1.5,,,0.7,False,208,11,10,10,10,10
0.95,-1.5,,,0.7,True,208,11,10,6,6,6
0.95,-1.5,,0.2,,False,208,11,10,10,10,10
0.95,-1.5,,0.2,,True,208,11,10,6,6,6
0.95,-1.5,,0.2,0.5,False,208,11,10,10,10,10
0.95,-1.5,,0.2,0.5,True,208,11,10,6,6,6
0.95,-1.5,,0.2,0.6,False,208,11,10,10,10,10
0.95,-1.5,,0.2,0.6,True,208,11,10,6,6,6
0.95,-1.5,,0.2,0.7,False,208,11,10,10,10,10
0.95,-1.5,,0.2,0.7,True,208,11,10,6,6,6
0.95,-1.5,,0.3,,False,208,11,10,10,10,10
0.95,-1.5,,0.3,,True,208,11,10,6,6,6
0.95,-1.5,,0.3,0.5,False,208,11,10,10,10,10
0.95,-1.5,,0.3,0.5,True,208,11,10,6,6,6
0.95,-1.5,,0.3,0.6,False,208,11,10,10,10,10
0.95,-1.5,,0.3,0.6,True,208,11,10,6,6,6
0.95,-1.5,,0.3,0.7,False,208,11,10,10,10,10
0.95,-1.5,,0.3,0.7,True,208,11,10,6,6,6
0.95,-1.5,,0.4,,False,208,11,10,10,10,10
0.95,-1.5,,0.4,,True,208,11,10,6,6,6
0.95,-1.5,,0.4,0.5,False,208,11,10,10,10,10
0.95,-1.5,,0.4,0.5,True,208,11,10,6,6,6
0.95,-1.5,,0.4,0.6,False,208,11,10,10,10,10
0.95,-1.5,,0.4,0.6,True,208,11,10,6,6,6
0.95,-1.5,,0.4,0.7,False,208,11,10,10,10,10
0.95,-1.5,,0.4,0.7,True,208,11,10,6,6,6
0.95,-1.0,,,,False,208,11,7,7,7,7
0.95,-1.0,,,,True,208,11,7,3,3,3
0.95,-1.0,,,0.5,False,208,11,7,7,7,7
0.95,-1.0,,,0.5,True,208,11,7,3,3,3
0.95,-1.0,,,0.6,False,208,11,7,7,7,7
0.95,-1.0,,,0.6,True,208,11,7,3,3,3
0.95,-1.0,,,0.7,False,208,11,7,7,7,7
0.95,-1.0,,,0.7,True,208,11,7,3,3,3
0.95,-1.0,,0.2,,False,208,11,7,7,7,7
0.95,-1.0,,0.2,,True,208,11,7,3,3,3
0.95,-1.0,,0.2,0.5,False,208,11,7,7,7,7
0.95,-1.0,,0.2,0.5,True,208,11,7,3,3,3
0.95,-1.0,,0.2,0.6,False,208,11,7,7,7,7
0.95,-1.0,,0.2,0.6,True,208,11,7,3,3,3
0.95,-1.0,,0.2,0.7,False,208,11,7,7,7,7
0.95,-1.0,,0.2,0.7,True,208,11,7,3,3,3
0.95,-1.0,,0.3,,False,208,11,7,7,7,7
0.95,-1.0,,0.3,,True,208,11,7,3,3,3
0.95,-1.0,,0.3,0.5,False,208,11,7,7,7,7
0.95,-1.0,,0.3,0.5,True,208,11,7,3,3,3
0.95,-1.0,,0.3,0.6,False,208,11,7,7,7,7
0.95,-1.0,,0.3,0.6,True,208,11,7,3,3,3
0.95,-1.0,,0.3,0.7,False,208,11,7,7,7,7
0.95,-1.0,,0.3,0.7,True,208,11,7,3,3,3
0.95,-1.0,,0.4,,False,208,11,7,7,7,7
0.95,-1.0,,0.4,,True,208,11,7,3,3,3
0.95,-1.0,,0.4,0.5,False,208,11,7,7,7,7
0.95,-1.0,,0.4,0.5,True,208,11,7,3,3,3
0.95,-1.0,,0.4,0.6,False,208,11,7,7,7,7
0.95,-1.0,,0.4,0.6,True,208,11,7,3,3,3
0.95,-1.0,,0.4,0.7,False,208,11,7,7,7,7
0.95,-1.0,,0.4,0.7,True,208,11,7,3,3,3
1.0,,,,,False,208,5,5,5,5,5
1.0,,,,,True,208,5,5,3,3,3
1.0,,,,0.5,False,208,5,5,5,5,5
1.0,,,,0.5,True,208,5,5,3,3,3
1.0,,,,0.6,False,208,5,5,5,5,5
1.0,,,,0.6,True,208,5,5,3,3,3
1.0,,,,0.7,False,208,5,5,5,5,5
1.0,,,,0.7,True,208,5,5,3,3,3
1.0,,,0.2,,False,208,5,5,5,5,5
1.0,,,0.2,,True,208,5,5,3,3,3
1.0,,,0.2,0.5,False,208,5,5,5,5,5
1.0,,,0.2,0.5,True,208,5,5,3,3,3
1.0,,,0.2,0.6,False,208,5,5,5,5,5
1.0,,,0.2,0.6,True,208,5,5,3,3,3
1.0,,,0.2,0.7,False,208,5,5,5,5,5
1.0,,,0.2,0.7,True,208,5,5,3,3,3
1.0,,,0.3,,False,208,5,5,5,5,5
1.0,,,0.3,,True,208,5,5,3,3,3
1.0,,,0.3,0.5,False,208,5,5,5,5,5
1.0,,,0.3,0.5,True,208,5,5,3,3,3
1.0,,,0.3,0.6,False,208,5,5,5,5,5
1.0,,,0.3,0.6,True,208,5,5,3,3,3
1.0,,,0.3,0.7,False,208,5,5,5,5,5
1.0,,,0.3,0.7,True,208,5,5,3,3,3
1.0,,,0.4,,False,208,5,5,5,5,5
1.0,,,0.4,,True,208,5,5,3,3,3
1.0,,,0.4,0.5,False,208,5,5,5,5,5
1.0,,,0.4,0.5,True,208,5,5,3,3,3
1.0,,,0.4,0.6,False,208,5,5,5,5,5
1.0,,,0.4,0.6,True,208,5,5,3,3,3
1.0,,,0.4,0.7,False,208,5,5,5,5,5
1.0,,,0.4,0.7,True,208,5,5,3,3,3
1.0,-3.0,,,,False,208,5,4,4,4,4
1.0,-3.0,,,,True,208,5,4,2,2,2
1.0,-3.0,,,0.5,False,208,5,4,4,4,4
1.0,-3.0,,,0.5,True,208,5,4,2,2,2
1.0,-3.0,,,0.6,False,208,5,4,4,4,4
1.0,-3.0,,,0.6,True,208,5,4,2,2,2
1.0,-3.0,,,0.7,False,208,5,4,4,4,4
1.0,-3.0,,,0.7,True,208,5,4,2,2,2
1.0,-3.0,,0.2,,False,208,5,4,4,4,4
1.0,-3.0,,0.2,,True,208,5,4,2,2,2
1.0,-3.0,,0.2,0.5,False,208,5,4,4,4,4
1.0,-3.0,,0.2,0.5,True,208,5,4,2,2,2
1.0,-3.0,,0.2,0.6,False,208,5,4,4,4,4
1.0,-3.0,,0.2,0.6,True,208,5,4,2,2,2
1.0,-3.0,,0.2,0.7,False,208,5,4,4,4,4
1.0,-3.0,,0.2,0.7,True,208,5,4,2,2,2
1.0,-3.0,,0.3,,False,208,5,4,4,4,4
1.0,-3.0,,0.3,,True,208,5,4,2,2,2
1.0,-3.0,,0.3,0.5,False,208,5,4,4,4,4
1.0,-3.0,,0.3,0.5,True,208,5,4,2,2,2
1.0,-3.0,,0.3,0.6,False,208,5,4,4,4,4
1.0,-3.0,,0.3,0.6,True,208,5,4,2,2,2
1.0,-3.0,,0.3,0.7,False,208,5,4,4,4,4
1.0,-3.0,,0.3,0.7,True,208,5,4,2,2,2
1.0,-3.0,,0.4,,False,208,5,4,4,4,4
1.0,-3.0,,0.4,,True,208,5,4,2,2,2
1.0,-3.0,,0.4,0.5,False,208,5,4,4,4,4
1.0,-3.0,,0.4,0.5,True,208,5,4,2,2,2
1.0,-3.0,,0.4,0.6,False,208,5,4,4,4,4
1.0,-3.0,,0.4,0.6,True,208,5,4,2,2,2
1.0,-3.0,,0.4,0.7,False,208,5,4,4,4,4
1.0,-3.0,,0.4,0.7,True,208,5,4,2,2,2
1.0,-2.5,,,,False,208,5,4,4,4,4
1.0,-2.5,,,,True,208,5,4,2,2,2
1.0,-2.5,,,0.5,False,208,5,4,4,4,4
1.0,-2.5,,,0.5,True,208,5,4,2,2,2
1.0,-2.5,,,0.6,False,208,5,4,4,4,4
1.0,-2.5,,,0.6,True,208,5,4,2,2,2
1.0,-2.5,,,0.7,False,208,5,4,4,4,4
1.0,-2.5,,,0.7,True,208,5,4,2,2,2
1.0,-2.5,,0.2,,False,208,5,4,4,4,4
1.0,-2.5,,0.2,,True,208,5,4,2,2,2
1.0,-2.5,,0.2,0.5,False,208,5,4,4,4,4
1.0,-2.5,,0.2,0.5,True,208,5,4,2,2,2
1.0,-2.5,,0.2,0.6,False,208,5,4,4,4,4
1.0,-2.5,,0.2,0.6,True,208,5,4,2,2,2
1.0,-2.5,,0.2,0.7,False,208,5,4,4,4,4
1.0,-2.5,,0.2,0.7,True,208,5,4,2,2,2
