ema_distance_threshold,volume_ratio_threshold,rsi_threshold,avg_future_r_5,avg_future_r_10,avg_future_r_20,avg_future_r_30,best_horizon,edge_decay_slope
0.0001,0.8,45,0.3187200535495402,0.3128310662091915,0.008577706451836387,-0.3172294456144839,5,-0.025437979966560963
0.0001,0.8,50,0.40035839995816425,0.3502458167385776,-0.020953196116635542,-0.32512030468262754,5,-0.02901914818563167
0.0001,0.8,55,0.30704038796138167,0.2818976485382183,-0.11665102359818391,-0.43198587430440893,5,-0.029561050490631624
0.0001,0.8,60,0.3861685412233299,0.11508430170289527,-0.22423700986875952,-0.5878987236174656,5,-0.03896269059363182
0.0001,1.0,45,0.3187200535495402,0.3128310662091915,0.008577706451836387,-0.3172294456144839,5,-0.025437979966560963
0.0001,1.0,50,0.40035839995816425,0.3502458167385776,-0.020953196116635542,-0.32512030468262754,5,-0.02901914818563167
0.0001,1.0,55,0.30704038796138167,0.2818976485382183,-0.11665102359818391,-0.43198587430440893,5,-0.029561050490631624
0.0001,1.0,60,0.3861685412233299,0.11508430170289527,-0.22423700986875952,-0.5878987236174656,5,-0.03896269059363182
0.0001,1.2,45,0.3187200535495402,0.3128310662091915,0.008577706451836387,-0.3172294456144839,5,-0.025437979966560963
0.0001,1.2,50,0.40035839995816425,0.3502458167385776,-0.020953196116635542,-0.32512030468262754,5,-0.02901914818563167
0.0001,1.2,55,0.30704038796138167,0.2818976485382183,-0.11665102359818391,-0.43198587430440893,5,-0.029561050490631624
0.0001,1.2,60,0.3861685412233299,0.11508430170289527,-0.22423700986875952,-0.5878987236174656,5,-0.03896269059363182
0.0001,1.4,45,0.7414661043403328,0.4119745873716629,0.023892654863698234,-0.3771547926685622,5,-0.044744835880355806
0.0001,1.4,50,0.8060706939671312,0.4252744719848516,0.05211749090569514,-0.31669716005164383,5,-0.04491071416075099
0.0001,1.4,55,0.7344417274947622,0.36199561347684095,-0.024614380560313204,-0.42978556842429205,5,-0.04656909183676217
0.0001,1.4,60,0.9689134280685118,0.41344755051176735,0.03792560009965169,-0.49152317992138006,5,-0.05841746431959567
0.0002,0.8,45,0.32450438856767216,0.3187094580311861,0.08279271262341452,-0.30906735419735254,5,-0.02534286971060099
0.0002,0.8,50,0.4287636738257361,0.3743896565316203,0.11569762188197864,-0.2818281384186437,5,-0.02842367248977519
0.0002,0.8,55,0.292853533132252,0.2677724544786421,0.0011668582152784374,-0.3956570819716543,5,-0.027540424604156247
0.0002,0.8,60,0.3911051044851114,0.1140623014123966,-0.16507034985914373,-0.6397054384616555,5,-0.04123242171787068
0.0002,1.0,45,0.32450438856767216,0.3187094580311861,0.08279271262341452,-0.30906735419735254,5,-0.02534286971060099
0.0002,1.0,50,0.4287636738257361,0.3743896565316203,0.11569762188197864,-0.2818281384186437,5,-0.02842367248977519
0.0002,1.0,55,0.292853533132252,0.2677724544786421,0.0011668582152784374,-0.3956570819716543,5,-0.027540424604156247
0.0002,1.0,60,0.3911051044851114,0.1140623014123966,-0.16507034985914373,-0.6397054384616555,5,-0.04123242171787068
0.0002,1.2,45,0.32450438856767216,0.3187094580311861,0.08279271262341452,-0.30906735419735254,5,-0.02534286971060099
0.0002,1.2,50,0.4287636738257361,0.3743896565316203,0.11569762188197864,-0.2818281384186437,5,-0.02842367248977519
0.0002,1.2,55,0.292853533132252,0.2677724544786421,0.0011668582152784374,-0.3956570819716543,5,-0.027540424604156247
0.0002,1.2,60,0.3911051044851114,0.1140623014123966,-0.16507034985914373,-0.6397054384616555,5,-0.04123242171787068
0.0002,1.4,45,0.8589445421215685,0.48194316624615813,0.20790205834792685,-0.3609085078038949,5,-0.04879412199701853
0.0002,1.4,50,0.9466664221373795,0.5035239420346183,0.2564330307183766,-0.28602449744754554,5,-0.049307636783396995
0.0002,1.4,55,0.8235374133754487,0.37190501144299315,0.11315429050532125,-0.457842000186987,5,-0.05125517654249743
0.0002,1.4,60,1.079268777853599,0.43904158666220416,0.14874243071816332,-0.6120123575433117,5,-0.06765124541587643
0.0003,0.8,45,0.12685080775253335,0.3327649773169125,0.21132161159350613,-0.25597459616539997,10,-0.015313016156717332
0.0003,0.8,50,0.23350535096616176,0.41481478998040866,0.3067793153577041,-0.158222305354758,10,-0.015669106252836792
0.0003,0.8,55,0.25744196991470153,0.48775703099801876,0.4630790146116061,0.02822533341256234,10,-0.009168665460085568
0.0003,0.8,60,0.3958806713710479,0.3070274415166258,0.2591512552703979,-0.3421013179219737,5,-0.02951927957172086
0.0003,1.0,45,0.12685080775253335,0.3327649773169125,0.21132161159350613,-0.25597459616539997,10,-0.015313016156717332
0.0003,1.0,50,0.23350535096616176,0.41481478998040866,0.3067793153577041,-0.158222305354758,10,-0.015669106252836792
0.0003,1.0,55,0.25744196991470153,0.48775703099801876,0.4630790146116061,0.02822533341256234,10,-0.009168665460085568
0.0003,1.0,60,0.3958806713710479,0.3070274415166258,0.2591512552703979,-0.3421013179219737,5,-0.02951927957172086
0.0003,1.2,45,0.12685080775253335,0.3327649773169125,0.21132161159350613,-0.25597459616539997,10,-0.015313016156717332
0.0003,1.2,50,0.23350535096616176,0.41481478998040866,0.3067793153577041,-0.158222305354758,10,-0.015669106252836792
0.0003,1.2,55,0.25744196991470153,0.48775703099801876,0.4630790146116061,0.02822533341256234,10,-0.009168665460085568
0.0003,1.2,60,0.3958806713710479,0.3070274415166258,0.2591512552703979,-0.3421013179219737,5,-0.02951927957172086
0.0003,1.4,45,0.6225511635080466,0.5064999773519206,0.26521285769607766,-0.3972107228838171,5,-0.04079047545567455
0.0003,1.4,50,0.6872162595256293,0.5291859731762266,0.36047607826531575,-0.2646621300116783,5,-0.0380751355814923
0.0003,1.4,55,0.8510363916815241,0.7139560713581211,0.6257536929866474,0.005947873439668794,5,-0.03380354072967421
0.0003,1.4,60,1.17358390479617,0.8772673157692265,0.758396344348997,-0.16947944216449964,5,-0.053722533878426786
0.0004,0.8,45,0.39452622133381776,0.5193445360828096,0.18262504310270744,-0.43523597142896076,10,-0.03319048771051114
0.0004,0.8,50,0.5800860911326154,0.6694307557266417,0.30422274407367283,-0.31573838824191125,10,-0.035832979174981065
0.0004,0.8,55,0.6090226744829725,0.8171572655827288,0.4009662666270093,-0.24249074122761535,10,-0.03406053662842352
0.0004,0.8,60,0.8181568215648923,0.5458284086043872,0.10701062367050974,-0.6975389919186306,5,-0.06062783253934091
0.0004,1.0,45,0.39452622133381776,0.5193445360828096,0.18262504310270744,-0.43523597142896076,10,-0.03319048771051114
0.0004,1.0,50,0.5800860911326154,0.6694307557266417,0.30422274407367283,-0.31573838824191125,10,-0.035832979174981065
0.0004,1.0,55,0.6090226744829725,0.8171572655827288,0.4009662666270093,-0.24249074122761535,10,-0.03406053662842352
0.0004,1.0,60,0.8181568215648923,0.5458284086043872,0.10701062367050974,-0.6975389919186306,5,-0.06062783253934091
0.0004,1.2,45,0.39452622133381776,0.5193445360828096,0.18262504310270744,-0.43523597142896076,10,-0.03319048771051114
0.0004,1.2,50,0.5800860911326154,0.6694307557266417,0.30422274407367283,-0.31573838824191125,10,-0.035832979174981065
0.0004,1.2,55,0.6090226744829725,0.8171572655827288,0.4009662666270093,-0.24249074122761535,10,-0.03406053662842352
0.0004,1.2,60,0.8181568215648923,0.5458284086043872,0.10701062367050974,-0.6975389919186306,5,-0.06062783253934091
0.0004,1.4,45,1.0230833146224703,0.8413482930783764,0.5202817862978123,-0.3575577132305393,5,-0.05522564111412038
0.0004,1.4,50,1.1286001185654566,0.9182860540506361,0.6659050994818982,-0.21247341419994595,5,-0.05364294131061611
0.0004,1.4,55,1.2293381308063196,1.1064760091352246,0.8663436075987561,-0.06288790617812524,5,-0.0516890414793778
0.0004,1.4,60,1.5273161700418458,1.2180352636429912,1.0824663142249784,-0.0844270839423187,5,-0.06446973015936658
0.0005,0.8,45,0.4513148067431929,0.1605037243829182,-0.27777022278008956,-0.555389639606646,5,-0.04026817785399356
0.0005,0.8,50,0.6390568589160749,0.294658037300926,-0.2331174894427145,-0.4459554926609779,5,-0.04340049406308211
0.0005,0.8,55,0.5901364500547754,0.33784106002780856,-0.2047764078065864,-0.3996503109227677,5,-0.039591470439101724
0.0005,0.8,60,0.8186795612676947,0.433282843763645,-0.17257130204235735,-0.5257820828214713,5,-0.05377846576356664
0.0005,1.0,45,0.4513148067431929,0.1605037243829182,-0.27777022278008956,-0.555389639606646,5,-0.04026817785399356
0.0005,1.0,50,0.6390568589160749,0.294658037300926,-0.2331174894427145,-0.4459554926609779,5,-0.04340049406308211
0.0005,1.0,55,0.5901364500547754,0.33784106002780856,-0.2047764078065864,-0.3996503109227677,5,-0.039591470439101724
0.0005,1.0,60,0.8186795612676947,0.433282843763645,-0.17257130204235735,-0.5257820828214713,5,-0.05377846576356664
0.0005,1.2,45,0.4513148067431929,0.1605037243829182,-0.27777022278008956,-0.555389639606646,5,-0.04026817785399356
0.0005,1.2,50,0.6390568589160749,0.294658037300926,-0.2331174894427145,-0.4459554926609779,5,-0.04340049406308211
0.0005,1.2,55,0.5901364500547754,0.33784106002780856,-0.2047764078065864,-0.3996503109227677,5,-0.039591470439101724
0.0005,1.2,60,0.8186795612676947,0.433282843763645,-0.17257130204235735,-0.5257820828214713,5,-0.05377846576356664
0.0005,1.4,45,1.2683225857275606,0.9062206407425181,0.5953544556293284,0.3488384936912393,5,-0.036779363681452855
0.0005,1.4,50,1.3911327095374049,1.0211045531253626,0.756502736992079,0.576338806747585,5,-0.0325917561115928
0.0005,1.4,55,1.4082532038186375,1.1270946917489768,0.8718515173711439,0.7155105834253465,5,-0.02770970481573164
0.0005,1.4,60,1.5887875269406444,1.153822503146699,0.938818654083704,0.6108939292801753,5,-0.03911574390641877
