ema_distance_threshold,volume_ratio_threshold,rsi_threshold,total_candidates,after_ema_filter,after_volume_filter,after_rsi_filter,final_trades
0.0001,0.8,45,1114,1025,1025,987,987
0.0001,0.8,50,1114,1025,1025,933,933
0.0001,0.8,55,1114,1025,1025,825,825
0.0001,0.8,60,1114,1025,1025,665,665
0.0001,1.0,45,1114,1025,1025,987,987
0.0001,1.0,50,1114,1025,1025,933,933
0.0001,1.0,55,1114,1025,1025,825,825
0.0001,1.0,60,1114,1025,1025,665,665
0.0001,1.2,45,1114,1025,1025,987,987
0.0001,1.2,50,1114,1025,1025,933,933
0.0001,1.2,55,1114,1025,1025,825,825
0.0001,1.2,60,1114,1025,1025,665,665
0.0001,1.4,45,1114,1025,810,780,780
0.0001,1.4,50,1114,1025,810,743,743
0.0001,1.4,55,1114,1025,810,658,658
0.0001,1.4,60,1114,1025,810,534,534
0.0002,0.8,45,1114,898,898,865,865
0.0002,0.8,50,1114,898,898,815,815
0.0002,0.8,55,1114,898,898,728,728
0.0002,0.8,60,1114,898,898,589,589
0.0002,1.0,45,1114,898,898,865,865
0.0002,1.0,50,1114,898,898,815,815
0.0002,1.0,55,1114,898,898,728,728
0.0002,1.0,60,1114,898,898,589,589
0.0002,1.2,45,1114,898,898,865,865
0.0002,1.2,50,1114,898,898,815,815
0.0002,1.2,55,1114,898,898,728,728
0.0002,1.2,60,1114,898,898,589,589
0.0002,1.4,45,1114,898,713,687,687
0.0002,1.4,50,1114,898,713,653,653
0.0002,1.4,55,1114,898,713,585,585
0.0002,1.4,60,1114,898,713,478,478
0.0003,0.8,45,1114,756,756,731,731
0.0003,0.8,50,1114,756,756,694,694
0.0003,0.8,55,1114,756,756,627,627
0.0003,0.8,60,1114,756,756,524,524
0.0003,1.0,45,1114,756,756,731,731
0.0003,1.0,50,1114,756,756,694,694
0.0003,1.0,55,1114,756,756,627,627
0.0003,1.0,60,1114,756,756,524,524
0.0003,1.2,45,1114,756,756,731,731
0.0003,1.2,50,1114,756,756,694,694
0.0003,1.2,55,1114,756,756,627,627
0.0003,1.2,60,1114,756,756,524,524
0.0003,1.4,45,1114,756,603,584,584
0.0003,1.4,50,1114,756,603,559,559
0.0003,1.4,55,1114,756,603,506,506
0.0003,1.4,60,1114,756,603,426,426
0.0004,0.8,45,1114,630,630,614,614
0.0004,0.8,50,1114,630,630,585,585
0.0004,0.8,55,1114,630,630,532,532
0.0004,0.8,60,1114,630,630,453,453
0.0004,1.0,45,1114,630,630,614,614
0.0004,1.0,50,1114,630,630,585,585
0.0004,1.0,55,1114,630,630,532,532
0.0004,1.0,60,1114,630,630,453,453
0.0004,1.2,45,1114,630,630,614,614
0.0004,1.2,50,1114,630,630,585,585
0.0004,1.2,55,1114,630,630,532,532
0.0004,1.2,60,1114,630,630,453,453
0.0004,1.4,45,1114,630,501,488,488
0.0004,1.4,50,1114,630,501,469,469
0.0004,1.4,55,1114,630,501,427,427
0.0004,1.4,60,1114,630,501,366,366
0.0005,0.8,45,1114,532,532,518,518
0.0005,0.8,50,1114,532,532,495,495
0.0005,0.8,55,1114,532,532,458,458
0.0005,0.8,60,1114,532,532,395,395
0.0005,1.0,45,1114,532,532,518,518
0.0005,1.0,50,1114,532,532,495,495
0.0005,1.0,55,1114,532,532,458,458
0.0005,1.0,60,1114,532,532,395,395
0.0005,1.2,45,1114,532,532,518,518
0.0005,1.2,50,1114,532,532,495,495
0.0005,1.2,55,1114,532,532,458,458
0.0005,1.2,60,1114,532,532,395,395
0.0005,1.4,45,1114,532,425,414,414
0.0005,1.4,50,1114,532,425,400,400
0.0005,1.4,55,1114,532,425,371,371
0.0005,1.4,60,1114,532,425,322,322
