ema_distance_threshold,volume_ratio_threshold,rsi_threshold,trades,winrate,avg_R,profit_factor,max_drawdown,scan_id
0.0001,0.8,45,987,45.59270516717325,0.17447059475411536,1.148626173395735,129.3349029596312,3e1edc34
0.0001,0.8,50,933,46.08788853161844,0.1879321823223667,1.1595638852909822,131.3512189700187,3e1edc34
0.0001,0.8,55,825,44.96969696969697,0.17106545879158133,1.1434718982540502,142.32977771288031,3e1edc34
0.0001,0.8,60,665,44.06015037593985,0.15747060280274885,1.1287719087788763,133.9030688881371,3e1edc34
0.0001,1.0,45,987,45.59270516717325,0.17447059475411536,1.148626173395735,129.3349029596312,3e1edc34
0.0001,1.0,50,933,46.08788853161844,0.1879321823223667,1.1595638852909822,131.3512189700187,3e1edc34
0.0001,1.0,55,825,44.96969696969697,0.17106545879158133,1.1434718982540502,142.32977771288031,3e1edc34
0.0001,1.0,60,665,44.06015037593985,0.15747060280274885,1.1287719087788763,133.9030688881371,3e1edc34
0.0001,1.2,45,987,45.59270516717325,0.17447059475411536,1.148626173395735,129.3349029596312,3e1edc34
0.0001,1.2,50,933,46.08788853161844,0.1879321823223667,1.1595638852909822,131.3512189700187,3e1edc34
0.0001,1.2,55,825,44.96969696969697,0.17106545879158133,1.1434718982540502,142.32977771288031,3e1edc34
0.0001,1.2,60,665,44.06015037593985,0.15747060280274885,1.1287719087788763,133.9030688881371,3e1edc34
0.0001,1.4,45,780,45.51282051282051,0.1764789945884021,1.1441585820414224,117.12444408917996,3e1edc34
0.0001,1.4,50,743,45.8950201884253,0.18776270568273662,1.1526018576490829,116.00187043436001,3e1edc34
0.0001,1.4,55,658,44.83282674772037,0.1639454869849511,1.1307056903723582,114.53331554136,3e1edc34
0.0001,1.4,60,534,44.38202247191011,0.20918327753422236,1.1643746571420466,108.51635038032748,3e1edc34
0.0002,0.8,45,865,46.01156069364162,0.218680201541586,1.1940139341420564,69.56766386654004,3e1edc34
0.0002,0.8,50,815,46.38036809815951,0.22562958458843205,1.1990932185255507,75.75932633460599,3e1edc34
0.0002,0.8,55,728,45.32967032967033,0.19134116858701106,1.1657246897964397,82.68324026872452,3e1edc34
0.0002,0.8,60,589,45.16129032258064,0.22562156112352255,1.1936581567323508,72.97308187832395,3e1edc34
0.0002,1.0,45,865,46.01156069364162,0.218680201541586,1.1940139341420564,69.56766386654004,3e1edc34
0.0002,1.0,50,815,46.38036809815951,0.22562958458843205,1.1990932185255507,75.75932633460599,3e1edc34
0.0002,1.0,55,728,45.32967032967033,0.19134116858701106,1.1657246897964397,82.68324026872452,3e1edc34
0.0002,1.0,60,589,45.16129032258064,0.22562156112352255,1.1936581567323508,72.97308187832395,3e1edc34
0.0002,1.2,45,865,46.01156069364162,0.218680201541586,1.1940139341420564,69.56766386654004,3e1edc34
