regime_threshold,timeout_bars,tp_pct,sl_pct,n_trades,win_rate_pct,mean_net_pct,mean_raw_pct,profit_factor,pf_net,tp1_rate_pct,exit_reasons
0.00015,30,1.2,0.6,78,44.87,-0.0322,0.0478,0.7076,0.7076,0.0,"{'timeout': 73, 'sl': 5}"
0.0002,30,1.2,0.6,74,47.3,-0.0268,0.0532,0.7543,0.7543,0.0,"{'timeout': 69, 'sl': 5}"
0.000285,30,1.2,0.6,65,47.69,-0.0276,0.0524,0.7465,0.7465,0.0,"{'timeout': 60, 'sl': 5}"
0.00035,30,1.2,0.6,55,45.45,-0.033,0.047,0.7211,0.7211,0.0,"{'timeout': 50, 'sl': 5}"
